,Date,Return,Log Return,Volatility,Distance_MA50,Distance_EMA20,Cumulated_Return_5d,RSI14,Trend
0,2010-01-04 00:00:00-05:00,,,,,0.0,,,Bear
1,2010-01-05 00:00:00-05:00,0.0026470676643828295,0.0026435703511632417,,,0.0012556122030894156,,,Bear
2,2010-01-06 00:00:00-05:00,0.0007036691203357037,0.0007034216612996303,,,0.0012395119218721847,,,Bear
3,2010-01-07 00:00:00-05:00,0.004221549900649713,0.004212664157827829,,,0.0038821336411085823,,,Bear
4,2010-01-08 00:00:00-05:00,0.003327706711560907,0.0033221821482733414,,,0.005466085099946166,,,Bear
5,2010-01-11 00:00:00-05:00,0.0013965906501829384,0.0013956163245114326,,,0.005413142734482958,0.012353131980563203,,Bear
6,2010-01-12 00:00:00-05:00,-0.009326247879673066,-0.009370009630576027,,,-0.0032165833571549526,0.00026390947931709263,,Bear
7,2010-01-13 00:00:00-05:00,0.00844645388595655,0.008410982194376219,,,0.00429952203948052,0.00800329167497238,,Bear
8,2010-01-14 00:00:00-05:00,0.002704131065897064,0.0027004814813091902,,,0.005883373956051184,0.006480158477490727,,Bear
9,2010-01-15 00:00:00-05:00,-0.011223643557940366,-0.01128710392982293,,,-0.004595901901389411,-0.008116912078161342,,Bear
10,2010-01-19 00:00:00-05:00,0.012495534784298767,0.012418109899251215,,,0.006715663293856476,0.002876589480767633,,Bear
11,2010-01-20 00:00:00-05:00,-0.010168527146430573,-0.010220579785016184,,,-0.0030429318163679464,0.0020239352576914005,,Bear
12,2010-01-21 00:00:00-05:00,-0.019229352660484866,-0.01941664151197236,,,-0.01936307542556512,-0.02547561167435819,,Bear
13,2010-01-22 00:00:00-05:00,-0.022291884075466006,-0.0225441034672908,,,-0.03620283145951909,-0.04976914514202324,,Range
14,2010-01-25 00:00:00-05:00,0.005127925311365633,0.0051148222775291175,,,-0.02753511670374032,-0.034055010025706545,36.15857539922587,Range
15,2010-01-26 00:00:00-05:00,-0.004191131609240006,-0.004199939018611648,,,-0.027945357900695467,-0.049974489419405965,33.409951451761046,Range
16,2010-01-27 00:00:00-05:00,0.004757357023462472,0.004746076563175078,,,-0.020660452735083046,-0.035648848016541446,35.58707273512978,Range
17,2010-01-28 00:00:00-05:00,-0.011472145747525975,-0.01153845846550833,,,-0.028360604740722044,-0.02802150777855794,30.26689003907589,Range
18,2010-01-29 00:00:00-05:00,-0.01086825700364602,-0.010927747943344383,,,-0.034714468468260574,-0.016664826130816657,26.13046062226296,Bull
19,2010-02-01 00:00:00-05:00,0.01555036564030332,0.015430697696948402,,,-0.01757233906010099,-0.006468360671136986,32.8700073978131,Range
20,2010-02-02 00:00:00-05:00,0.012104011664845649,0.012031343908889923,0.010584876583780175,,-0.005067747185282544,0.009789518650990425,40.23826659298262,Range
21,2010-02-03 00:00:00-05:00,-0.004983376767715431,-0.004995835196985599,0.01057398005012923,,-0.008961907941180564,0.0,35.38737200518183,Range
22,2010-02-04 00:00:00-05:00,-0.030865892110573556,-0.031352278432820756,0.012402936028628945,,-0.03551421178866776,-0.019618816282838236,28.197385037870674,Bull
23,2010-02-05 00:00:00-05:00,0.002067310103680775,0.0020651761586596784,0.012344083240037867,,-0.03011581984981618,-0.006797686354971244,31.032815278795567,Bull
24,2010-02-08 00:00:00-05:00,-0.007219180265851444,-0.00724536464364241,0.0122696562506793,,-0.033395765368047295,-0.02906616898249803,24.169341098638697,Bull
25,2010-02-09 00:00:00-05:00,0.012559512531423067,0.01248129608002234,0.01276523181374777,,-0.019111081443227245,-0.028629196896308717,31.379061699796168,Bull
26,2010-02-10 00:00:00-05:00,-0.001957809457519999,-0.0019597284715742918,0.012688292908137293,,-0.018925146153623874,-0.025675529912935424,35.27950326418549,Bull
27,2010-02-11 00:00:00-05:00,0.010465744343685968,0.010411357577564822,0.01279122433762331,,-0.007786528762953747,0.015877465135219593,46.291143554758435,Bull
28,2010-02-12 00:00:00-05:00,-0.0008322817743081634,-0.0008326283130760283,0.012734987117573704,,-0.0077511980436044126,0.01293791205606265,43.86075574807628,Bull
29,2010-02-16 00:00:00-05:00,0.015735228011153124,0.015612712842369543,0.013236578468764311,,0.007068596874670027,0.03635837902158845,51.402689959483446,Bull
30,2010-02-17 00:00:00-05:00,0.004738157340219651,0.004726967604626858,0.012909540572671614,,0.010646981092167626,0.028353193264710752,51.402496540689846,Bull
31,2010-02-18 00:00:00-05:00,0.0058952044203011145,0.005877895695057505,0.012877439949062422,,0.014931898573630066,0.036444706804453775,57.94841044226036,Bull
32,2010-02-19 00:00:00-05:00,0.002074026832063147,0.0020718790076639975,0.012173418822795814,,0.015326555683366118,0.027837239164302696,63.616578971660665,Bull
33,2010-02-22 00:00:00-05:00,0.00017969841591813918,0.00017968227209178182,0.011006246421020466,,0.01395978441176309,0.02887825650887632,58.66342469419826,Bull
34,2010-02-23 00:00:00-05:00,-0.012144479012590081,-0.01221882574588756,0.011333395389929132,,0.0014839253327808015,0.0006378021428965486,47.65414388408524,Bull
35,2010-02-24 00:00:00-05:00,0.00919773997277984,0.009155698357743488,0.011462546149623973,,0.009638094846038078,0.005079185135389741,53.92564266123888,Bull
36,2010-02-25 00:00:00-05:00,-0.0013534650632586187,-0.0013543818243934944,0.011431480581105047,,0.007457884342387385,-0.002163603960171012,72.57273835247591,Bull
37,2010-02-26 00:00:00-05:00,0.0006320748926511577,0.0006318752174515542,0.011082521612729365,,0.007300411902495475,-0.003599458086671059,72.1262348909568,Bull
38,2010-03-01 00:00:00-05:00,0.010384861162215264,0.010331308927463203,0.010897097640987516,,0.016007089357566444,0.0065671446816402135,81.25070177854518,Bull
39,2010-03-02 00:00:00-05:00,0.002770654833718522,0.002766823644585021,0.010432363788827665,,0.016965205650832368,0.021764795926446867,79.02189320779584,Bull
40,2010-03-03 00:00:00-05:00,0.0008913632564930829,0.0008909662281790206,0.01012778887300725,,0.016113155515469265,0.013354983880460747,81.22805922269019,Bull
41,2010-03-04 00:00:00-05:00,0.00302739277489672,0.0030228194492338246,0.01004040461427298,,0.017301950416673127,0.017800364672021285,79.32408826496946,Bull
42,2010-03-05 00:00:00-05:00,0.014293672912411015,0.014192481494535523,0.007058015517512583,,0.028680537842270502,0.03169636080826965,83.71364564321858,Range
43,2010-03-08 00:00:00-05:00,0.00017480682910830936,0.0001747915521748735,0.007091831053329101,,0.026005350812818954,0.021270951339045885,80.07986635822101,Bull
44,2010-03-09 00:00:00-05:00,0.0016625993806476114,0.0016612187923290412,0.006651279307764502,,0.024975837716584074,0.020142453171254848,79.16690794407637,Range
45,2010-03-10 00:00:00-05:00,0.004455705298178625,0.004445808031970399,0.006336646706018528,,0.026625096702298408,0.023775351573451342,78.75376835203646,Range
46,2010-03-11 00:00:00-05:00,0.004175371807276118,0.0041666791307820175,0.00620491305355161,,0.02785799466619943,0.02494707693802134,79.48042372940301,Range
47,2010-03-12 00:00:00-05:00,8.605453267818142e-05,8.605083019929273e-05,0.0060521092351172355,,0.025195270324994763,0.010590232054285664,79.4522112700385,Bull
48,2010-03-15 00:00:00-04:00,0.0002603432038577047,0.0002603093204465569,0.006017656989296897,,0.022962985112057126,0.010676659171042546,97.49178666412728,Bull
49,2010-03-16 00:00:00-04:00,0.007965960621100221,0.007934399853884768,0.005395091868325509,0.04320515499049967,0.028045156851107853,0.017036744976370644,97.45345432446618,Range
50,2010-03-17 00:00:00-04:00,0.005927494415894241,0.005909995934919176,0.005422112678501134,0.04868015565516523,0.03076706253004739,0.018526968592680992,100.0,Range
51,2010-03-18 00:00:00-04:00,-0.0005123517588341286,-0.0005124830558452706,0.005433063169122901,0.047503083599804014,0.027264189969102414,0.013772248443751467,99.06548421381088,Range
52,2010-03-19 00:00:00-04:00,-0.005062023735610488,-0.005074879179150719,0.005704398320544724,0.04169013791056901,0.019910263944161434,0.008553718640687658,88.87067594312704,Bull
53,2010-03-22 00:00:00-04:00,0.005346262681022118,0.005332022151885988,0.0057178795929546,0.04671992221470274,0.022881021856578494,0.013681806579245226,89.43398836391661,Range
54,2010-03-23 00:00:00-04:00,0.007032911632538497,0.007008296054922956,0.004615226256129491,0.05345533697270229,0.027120883418219863,0.012743466574420825,90.54189312495485,Bull
55,2010-03-24 00:00:00-04:00,-0.0048547671279028926,-0.004866589789535864,0.0047797694761777445,0.04785582480879614,0.019976353642315103,0.0018881464902253953,82.82365893170876,Bull
56,2010-03-25 00:00:00-04:00,-0.0016261213984002376,-0.0016274449688535027,0.004792806395391504,0.04550376311020956,0.016538423444451503,0.0007717018780626361,75.21520912005954,Range
57,2010-03-26 00:00:00-04:00,-0.0006002513519980379,-0.0006004315749638202,0.004830614852398938,0.04442125438607299,0.014384797483486596,0.005259635446048128,74.21149885371497,Range
58,2010-03-29 00:00:00-04:00,0.00634812172840693,0.006328057273300765,0.004574100336375083,0.050512770797623764,0.018798170417822117,0.006261408166679416,76.47031353913886,Bull
59,2010-03-30 00:00:00-04:00,0.0006820219581549214,0.0006817894868735591,0.004593516153947407,0.05043424768174347,0.017599192331037978,-8.461599304376843e-05,74.7525291358174,Range
60,2010-03-31 00:00:00-04:00,-0.0034070092469556945,-0.003412826319264316,0.00476913754365032,0.04640376822145784,0.012766065794962578,0.001370081602500628,67.49514923543545,Bull
